"state_abbrev,""state"",""municipality"",""geocode"",""year"",""sit"",""carpond"",""h"",""a"",""ipm"",""csaude"",""ceduca"",""ccv"",""cnv"",""totpescar"",""totpesres"""
"MT,""Mato Grosso"",""Ribeirãozinho"",5107198,2000,""urbano"",0.323090278,0.665413534,0.382532957,0.254542607,0.169846154,0.262153846,0.161846154,0.406153846,177,266"
"MT,""Mato Grosso"",""Rio Branco"",5107206,2000,""urbano"",0.333333333,0.695478723,0.412571702,0.28693484,0.227088402,0.288881165,0.123006218,0.361024215,523,752"
"MT,""Mato Grosso"",""Santa Carmem"",5107248,2000,""urbano"",0.283873457,0.620689655,0.349103009,0.216684626,0.13427269,0.337339412,0.128056361,0.400331538,288,464"
"MT,""Mato Grosso"",""Santo Afonso"",5107263,2000,""urbano"",0.310365854,0.708633094,0.377072758,0.267206235,0.158178147,0.25689926,0.212026026,0.372896567,197,278"
"MT,""Mato Grosso"",""São José do Povo"",5107297,2000,""urbano"",0.36315261,0.71875,0.429991948,0.309056713,0.255594046,0.266828949,0.145585619,0.331991387,207,288"
"MT,""Mato Grosso"",""São José do Rio Claro"",5107305,2000,""urbano"",0.302331002,0.643804298,0.39074929,0.251566072,0.152224292,0.31762621,0.147453083,0.382696415,1408,2187"
"MT,""Mato Grosso"",""São José do Xingu"",5107354,2000,""urbano"",0.352284946,0.76344086,0.431499413,0.329424283,0.196865118,0.246846418,0.184794805,0.371493659,568,744"
"MT,""Mato Grosso"",""São Pedro da Cipa"",5107404,2000,""urbano"",0.357304527,0.71163575,0.444510269,0.316329399,0.257219014,0.258551755,0.149711239,0.334517992,422,593"
"MT,""Mato Grosso"",""Rondonópolis"",5107602,2000,""urbano"",0.245537084,0.422075149,0.378099534,0.159586417,0.197435164,0.298549615,0.138330961,0.36568426,5931,14052"
"MT,""Mato Grosso"",""Rosário Oeste"",5107701,2000,""urbano"",0.32625,0.6785,0.425773766,0.2888875,0.18346242,0.277212871,0.183822999,0.355501709,1357,2000"
"MT,""Mato Grosso"",""Salto do Céu"",5107750,2000,""urbano"",0.305592105,0.574545455,0.411207806,0.236257576,0.205861605,0.313602257,0.127300712,0.353235426,316,550"
"MT,""Mato Grosso"",""Santa Terezinha"",5107776,2000,""urbano"",0.382317073,0.771186441,0.464117827,0.357921375,0.165740406,0.262093459,0.219178533,0.352987602,546,708"
"MT,""Mato Grosso"",""Santo Antônio do Leverger"",5107800,2000,""urbano"",0.267875817,0.51104707,0.376989348,0.192659302,0.132131134,0.28669963,0.237877592,0.343291644,532,1041"
"MT,""Mato Grosso"",""São Félix do Araguaia"",5107859,2000,""urbano"",0.286407767,0.538325991,0.399468085,0.215044053,0.180272457,0.265628734,0.174297518,0.379801291,611,1135"
"MT,""Mato Grosso"",""Sapezal"",5107875,2000,""urbano"",0.252954292,0.467726848,0.342283333,0.160095104,0.086185908,0.322345036,0.173102206,0.41836685,500,1069"
"MT,""Mato Grosso"",""Sinop"",5107909,2000,""urbano"",0.26730805,0.54084014,0.362432578,0.196018086,0.144355979,0.324800952,0.148634571,0.382208498,3708,6856"
"MT,""Mato Grosso"",""Sorriso"",5107925,2000,""urbano"",0.252867384,0.493260591,0.358891781,0.177027172,0.169048554,0.324802852,0.120554733,0.38559386,1537,3116"
"MT,""Mato Grosso"",""Tabaporã"",5107941,2000,""urbano"",0.34470405,0.812042311,0.396217435,0.321745321,0.097995827,0.290404839,0.206844956,0.404754378,998,1229"
"MT,""Mato Grosso"",""Tangará da Serra"",5107958,2000,""urbano"",0.263950839,0.495893625,0.383077024,0.189965454,0.190430441,0.313009316,0.129183894,0.367376349,2536,5114"
"MT,""Mato Grosso"",""Tapurah"",5108006,2000,""urbano"",0.24531746,0.458810069,0.335681629,0.154014111,0.057574444,0.345446666,0.176128273,0.420850616,401,874"
"MT,""Mato Grosso"",""Terra Nova do Norte"",5108055,2000,""urbano"",0.292592593,0.592286501,0.394089147,0.233413682,0.147528891,0.30636833,0.177280551,0.368822228,430,726"
"MT,""Mato Grosso"",""Tesouro"",5108105,2000,""urbano"",0.335209713,0.626582278,0.43510101,0.272626582,0.234087831,0.234732701,0.174437351,0.356742116,297,474"
"MT,""Mato Grosso"",""Torixoréu"",5108204,2000,""urbano"",0.291079812,0.582210243,0.395601852,0.23032345,0.217963721,0.260873805,0.151648137,0.369514336,432,742"
"MT,""Mato Grosso"",""União do Sul"",5108303,2000,""urbano"",0.303154762,0.708253359,0.369873532,0.261964171,0.097081451,0.326047136,0.174624496,0.402246917,369,521"
"MT,""Mato Grosso"",""Várzea Grande"",5108402,2000,""urbano"",0.260393706,0.475979199,0.387289934,0.184341953,0.186206406,0.305599348,0.164585845,0.343608402,9977,20961"
"MT,""Mato Grosso"",""Vera"",5108501,2000,""urbano"",0.267092034,0.539270254,0.360387997,0.194346526,0.119328578,0.36063748,0.128477102,0.39155684,872,1617"
"MT,""Mato Grosso"",""Vila Rica"",5108600,2000,""urbano"",0.328053435,0.73582996,0.411795048,0.303011134,0.156993737,0.299234516,0.157967989,0.385803758,727,988"
"MT,""Mato Grosso"",""Nova Guarita"",5108808,2000,""urbano"",0.314761905,0.62004662,0.403602757,0.250252525,0.121089808,0.312815338,0.189784988,0.376309866,266,429"
"MT,""Mato Grosso"",""Nova Marilândia"",5108857,2000,""urbano"",0.350185185,0.726541555,0.434932349,0.315996425,0.23543552,0.267958145,0.159785068,0.336821267,271,373"
"MT,""Mato Grosso"",""Nova Maringá"",5108907,2000,""urbano"",0.342857143,0.78659612,0.417843797,0.328674309,0.107320127,0.322407548,0.2112865,0.358985825,446,567"
"MT,""Mato Grosso"",""Nova Monte Verde"",5108956,2000,""urbano"",0.311946903,0.691441441,0.388382193,0.268543544,0.052418228,0.301928991,0.218758736,0.426894045,307,444"
"RO,""Rondônia"",""Alta Floresta D'Oeste"",1100015,2010,""rural"",0.185741572,0.166741674,0.316675101,0.052802937,0.02343854,0.138500466,0.405113863,0.474097749,741,4444"
"RO,""Rondônia"",""Ariquemes"",1100023,2010,""rural"",0.186419814,0.145502113,0.335952628,0.048881817,0.020585132,0.194529501,0.376707923,0.45410802,723,4969"
"RO,""Rondônia"",""Cabixi"",1100031,2010,""rural"",0.161735474,0.128833093,0.322387513,0.041534181,0.011974688,0.184162443,0.333536352,0.48286897,626,4859"
"RO,""Rondônia"",""Cacoal"",1100049,2010,""rural"",0.165638495,0.083345583,0.328791887,0.027403351,0.023244379,0.254347146,0.307429261,0.446828483,567,6803"
"RO,""Rondônia"",""Cerejeiras"",1100056,2010,""rural"",0.154127871,0.090287278,0.314783249,0.028420923,0.014707357,0.219273323,0.381555637,0.439616272,198,2193"
"RO,""Rondônia"",""Colorado do Oeste"",1100064,2010,""rural"",0.166732112,0.088858322,0.328173375,0.029160935,0.030660377,0.231132075,0.335200472,0.433962264,323,3635"
"RO,""Rondônia"",""Corumbiara"",1100072,2010,""rural"",0.16418723,0.085180624,0.326455823,0.027807711,0.031370137,0.303859757,0.265723512,0.422574197,415,4872"
"RO,""Rondônia"",""Costa Marques"",1100080,2010,""rural"",0.206678202,0.235383447,0.320443548,0.075427107,0.021811166,0.080743257,0.429171385,0.495407072,1240,5268"
"RO,""Rondônia"",""Espigão D'Oeste"",1100098,2010,""rural"",0.190882838,0.173111782,0.335151251,0.05801863,0.009980473,0.178346713,0.352788023,0.476459102,573,3310"
"RO,""Rondônia"",""Guajará-Mirim"",1100106,2010,""rural"",0.222368606,0.453826603,0.315230243,0.14305987,0.006086628,0.074849068,0.428181908,0.495385678,1607,3541"
"RO,""Rondônia"",""Jaru"",1100114,2010,""rural"",0.161338189,0.068201564,0.336084572,0.022921493,0.018951857,0.297438867,0.285264931,0.424205733,471,6906"
"RO,""Rondônia"",""Ji-Paraná"",1100122,2010,""rural"",0.177011298,0.125434732,0.332578558,0.041716902,0.018063082,0.220925386,0.324788106,0.453244407,541,4313"
"RO,""Rondônia"",""Machadinho D'Oeste"",1100130,2010,""rural"",0.205752446,0.238728751,0.319625903,0.076303893,0.008879059,0.124952578,0.395925319,0.494095426,1615,6765"
"RO,""Rondônia"",""Nova Brasilândia D'Oeste"",1100148,2010,""rural"",0.170058594,0.089770355,0.331080426,0.029721207,0.025974976,0.243286749,0.329946221,0.424526231,688,7664"
"RO,""Rondônia"",""Ouro Preto do Oeste"",1100155,2010,""rural"",0.164376704,0.104944256,0.33763953,0.035433329,0.026790167,0.283861774,0.34242964,0.389882437,433,4126"
"RO,""Rondônia"",""Pimenta Bueno"",1100189,2010,""rural"",0.173286554,0.106219427,0.31676261,0.033646343,0.005192333,0.231924192,0.32841504,0.471463805,152,1431"
"RO,""Rondônia"",""Porto Velho"",1100205,2010,""rural"",0.188902823,0.250636513,0.316144433,0.079237338,0.011576968,0.119471161,0.399523533,0.482688692,3347,13354"
"RO,""Rondônia"",""Presidente Médici"",1100254,2010,""rural"",0.164512128,0.078078884,0.316387457,0.02470318,0.018102414,0.294164234,0.35231824,0.386667572,291,3727"
"RO,""Rondônia"",""Rio Crespo"",1100262,2010,""rural"",0.165672475,0.100920447,0.322577362,0.032554652,0.009256337,0.212895761,0.391606185,0.451877564,307,3042"
"RO,""Rondônia"",""Rolim de Moura"",1100288,2010,""rural"",0.164619369,0.098221614,0.320995822,0.031528728,0.021694327,0.277687385,0.318364248,0.414795531,359,3655"
"RO,""Rondônia"",""Santa Luzia D'Oeste"",1100296,2010,""rural"",0.161433103,0.074707471,0.332647256,0.024851235,0.017103476,0.298807787,0.314276372,0.405654208,249,3333"
"RO,""Rondônia"",""Vilhena"",1100304,2010,""rural"",0.197779188,0.231379731,0.325335312,0.075275997,0.016220326,0.134493537,0.387513728,0.482554701,379,1638"
"RO,""Rondônia"",""São Miguel do Guaporé"",1100320,2010,""rural"",0.160646388,0.101599578,0.308333333,0.031326537,0.009351912,0.185167867,0.376998971,0.466005798,578,5689"
"RO,""Rondônia"",""Nova Mamoré"",1100338,2010,""rural"",0.2078758,0.22600349,0.307064431,0.069397633,0.015193488,0.169485975,0.361696693,0.465706595,1036,4584"
"RO,""Rondônia"",""Alvorada D'Oeste"",1100346,2010,""rural"",0.163536929,0.089181055,0.325862197,0.029060734,0.014081148,0.294795653,0.312397088,0.409897685,563,6313"
"RO,""Rondônia"",""Alto Alegre dos Parecis"",1100379,2010,""rural"",0.178902808,0.123857868,0.328033214,0.040629495,0.017959747,0.22853127,0.331084027,0.443996174,976,7880"
"RO,""Rondônia"",""Alto Paraíso"",1100403,2010,""rural"",0.179299077,0.121926958,0.324033605,0.039508432,0.024578494,0.219408018,0.361483702,0.428924691,858,7037"
"RO,""Rondônia"",""Buritis"",1100452,2010,""rural"",0.173375226,0.146045918,0.322106987,0.047042411,0.018076032,0.164096481,0.378537536,0.471276055,916,6272"
"RO,""Rondônia"",""Novo Horizonte do Oeste"",1100502,2010,""rural"",0.165986924,0.096984127,0.325924032,0.031609458,0.017157145,0.263215709,0.271794282,0.46399615,611,6300"
"RO,""Rondônia"",""Cacaulândia"",1100601,2010,""rural"",0.179905687,0.151964883,0.316666667,0.048122213,0.019546804,0.16144212,0.425550206,0.458481141,727,4784"
"RO,""Rondônia"",""Campo Novo de Rondônia"",1100700,2010,""rural"",0.188748635,0.164793518,0.3168864,0.052220825,0.010010167,0.127003988,0.382185032,0.502385235,1261,7652"
"RO,""Rondônia"",""Candeias do Jamari"",1100809,2010,""rural"",0.184576249,0.146516008,0.328984576,0.048201507,0.019535065,0.131861692,0.427329557,0.463762454,778,5310"
"RO,""Rondônia"",""Castanheiras"",1100908,2010,""rural"",0.171619454,0.08897207,0.338484358,0.030115654,0.030276472,0.265317505,0.310433432,0.433112899,309,3473"
"RO,""Rondônia"",""Chupinguaia"",1100924,2010,""rural"",0.184479369,0.152954082,0.316835297,0.048461252,0.009431992,0.139323996,0.38421893,0.498655941,976,6381"
"RO,""Rondônia"",""Cujubim"",1100940,2010,""rural"",0.200890971,0.234068931,0.319134004,0.074699355,0.019362959,0.12502939,0.460872993,0.437990125,944,4033"
"RO,""Rondônia"",""Governador Jorge Teixeira"",1101005,2010,""rural"",0.180532378,0.124027658,0.33154278,0.041120474,0.021602686,0.225660488,0.303240403,0.473799445,861,6942"
"RO,""Rondônia"",""Itapuã do Oeste"",1101104,2010,""rural"",0.188163163,0.123480486,0.327439551,0.040432395,0.028351025,0.23406079,0.383480583,0.384519022,386,3126"
"RO,""Rondônia"",""Ministro Andreazza"",1101203,2010,""rural"",0.159098263,0.080761965,0.319679987,0.025817984,0.013211718,0.234253919,0.359765238,0.436596458,513,6352"
"RO,""Rondônia"",""Mirante da Serra"",1101302,2010,""rural"",0.170258144,0.091915086,0.351530508,0.032310957,0.024463051,0.319184565,0.281980342,0.396650892,407,4428"
"RO,""Rondônia"",""Monte Negro"",1101401,2010,""rural"",0.183515372,0.147093949,0.320052436,0.047077777,0.01832131,0.237472364,0.376027271,0.409269878,739,5024"
"RO,""Rondônia"",""Nova União"",1101435,2010,""rural"",0.172402771,0.090589656,0.335340909,0.030378418,0.032832561,0.259045898,0.332429685,0.412967356,825,9107"
"RO,""Rondônia"",""Parecis"",1101450,2010,""rural"",0.212340686,0.245751342,0.325403776,0.079968415,0.011651142,0.135153242,0.41000367,0.488369248,1099,4472"
"RO,""Rondônia"",""Pimenteiras do Oeste"",1101468,2010,""rural"",0.163606894,0.098624941,0.321324119,0.031690572,0.013715283,0.284280415,0.356753218,0.406969858,208,2109"
"RO,""Rondônia"",""Primavera de Rondônia"",1101476,2010,""rural"",0.179856072,0.120603015,0.330989583,0.039918342,0.031471282,0.183985959,0.358288446,0.470132543,312,2587"
"RO,""Rondônia"",""São Felipe D'Oeste"",1101484,2010,""rural"",0.158795825,0.079027356,0.343919683,0.027179063,0.034536634,0.365101554,0.225104843,0.394375463,442,5593"
"RO,""Rondônia"",""São Francisco do Guaporé"",1101492,2010,""rural"",0.179948576,0.15327294,0.308537893,0.04729051,0.012873741,0.136204178,0.383315632,0.487399826,1049,6844"
"RO,""Rondônia"",""Seringueiras"",1101500,2010,""rural"",0.169133693,0.104341737,0.31658627,0.033033161,0.018991046,0.205809935,0.312027294,0.483874173,596,5712"
"RO,""Rondônia"",""Teixeirópolis"",1101559,2010,""rural"",0.144791667,0.042218949,0.341848353,0.014432478,0.029762959,0.411012295,0.22162775,0.350352549,172,4074"
"RO,""Rondônia"",""Theobroma"",1101609,2010,""rural"",0.17838764,0.13609545,0.332789419,0.045291126,0.020505521,0.218082251,0.315453323,0.472736703,1038,7627"
"RO,""Rondônia"",""Urupá"",1101708,2010,""rural"",0.163949852,0.097846442,0.32926967,0.032217866,0.025833274,0.308788359,0.311664329,0.383381939,627,6408"
"RO,""Rondônia"",""Vale do Anari"",1101757,2010,""rural"",0.206354681,0.232706767,0.325225498,0.075682174,0.012418375,0.15750639,0.375112542,0.476617235,1238,5320"
"RO,""Rondônia"",""Vale do Paraíso"",1101807,2010,""rural"",0.175022913,0.10625,0.334836601,0.035576389,0.026839742,0.269861409,0.308535038,0.417821589,510,4800"
"AC,""Acre"",""Acrelândia"",1200013,2010,""rural"",0.187967687,0.144197952,0.344097633,0.049618174,0.016049754,0.2393133,0.349082155,0.419414471,845,5860"
"AC,""Acre"",""Assis Brasil"",1200054,2010,""rural"",0.254275201,0.467555957,0.343357108,0.160538662,0.007041634,0.137663938,0.38284482,0.475662354,2068,4423"
"AC,""Acre"",""Brasiléia"",1200104,2010,""rural"",0.227328062,0.337862878,0.333232404,0.112586859,0.007086241,0.161612005,0.367741604,0.476332528,1094,3238"
"AC,""Acre"",""Bujari"",1200138,2010,""rural"",0.204064516,0.215652858,0.340990375,0.073535549,0.017233311,0.218833335,0.362456638,0.438914599,1645,7628"
"AC,""Acre"",""Capixaba"",1200179,2010,""rural"",0.204669699,0.179286536,0.330894309,0.059324895,0.018750808,0.236971421,0.364792125,0.414522178,779,4345"
"AC,""Acre"",""Cruzeiro do Sul"",1200203,2010,""rural"",0.21764729,0.257573222,0.343917858,0.088584031,0.019995355,0.189404823,0.340226089,0.451406957,3078,11950"
"AC,""Acre"",""Epitaciolândia"",1200252,2010,""rural"",0.212923618,0.301369863,0.321502225,0.096891081,0.010659735,0.147740183,0.40072187,0.468018458,1386,4599"
"AC,""Acre"",""Feijó"",1200302,2010,""rural"",0.294451094,0.639558011,0.342925377,0.219320672,0.00856487,0.12838908,0.410798874,0.467062512,5788,9050"
"AC,""Acre"",""Jordão"",1200328,2010,""rural"",0.328371814,0.89624674,0.337487612,0.302472172,0.004248669,0.081443235,0.443228332,0.471864674,7904,8819"
"AC,""Acre"",""Mâncio Lima"",1200336,2010,""rural"",0.228922185,0.303552371,0.336292483,0.10208238,0.013690617,0.169016889,0.346403724,0.474342539,1991,6559"
"AC,""Acre"",""Manoel Urbano"",1200344,2010,""rural"",0.292819293,0.663655316,0.343337151,0.227857525,0.003939366,0.132667665,0.463479063,0.430293086,3820,5756"
"AC,""Acre"",""Marechal Thaumaturgo"",1200351,2010,""rural"",0.284121254,0.580474546,0.330616194,0.191914285,0.012184872,0.104528339,0.394158279,0.490539978,7902,13613"
"AC,""Acre"",""Plácido de Castro"",1200385,2010,""rural"",0.192407957,0.138978868,0.336910377,0.046823423,0.029099494,0.235266665,0.383680949,0.393337314,901,6483"
"AC,""Acre"",""Porto Walter"",1200393,2010,""rural"",0.277847961,0.524747475,0.331722209,0.174070391,0.017771169,0.113880552,0.378929378,0.493023003,4156,7920"
"AC,""Acre"",""Rio Branco"",1200401,2010,""rural"",0.169031358,0.1598572,0.329348635,0.05264875,0.016324173,0.211963107,0.378595242,0.41882805,2015,12605"
"AC,""Acre"",""Rodrigues Alves"",1200427,2010,""rural"",0.21665376,0.222649088,0.346686275,0.077189383,0.017438682,0.221235601,0.321496239,0.443187603,2550,11453"
"AC,""Acre"",""Santa Rosa do Purus"",1200435,2010,""rural"",0.320809308,0.879114799,0.334459566,0.294028354,0.002195226,0.077538524,0.446738325,0.47732057,3178,3615"
"AC,""Acre"",""Senador Guiomard"",1200450,2010,""rural"",0.174689212,0.132595384,0.325839994,0.043204879,0.032252569,0.27119414,0.38379422,0.359093748,1126,8492"
"AC,""Acre"",""Sena Madureira"",1200500,2010,""rural"",0.265625928,0.530178658,0.334713368,0.177457884,0.001813984,0.14587451,0.395845222,0.460434373,3294,6213"
"AC,""Acre"",""Tarauacá"",1200609,2010,""rural"",0.300406901,0.693224379,0.34101716,0.236401409,0.008071552,0.109401032,0.425298014,0.463013014,8144,11748"
"AC,""Acre"",""Xapuri"",1200708,2010,""rural"",0.243016482,0.424581006,0.332369987,0.141117984,0.00754059,0.13940665,0.372905719,0.485519712,2660,6265"
"AC,""Acre"",""Porto Acre"",1200807,2010,""rural"",0.182135395,0.132238779,0.337983581,0.044694536,0.014806928,0.273512237,0.330223601,0.408970669,1482,11207"
"AM,""Amazonas"",""Alvarães"",1300029,2010,""rural"",0.263368342,0.418197404,0.33249512,0.139048596,0.004917197,0.164909564,0.347653139,0.485437392,3415,8166"
"AM,""Amazonas"",""Amaturá"",1300060,2010,""rural"",0.28815026,0.630846072,0.319220849,0.201379219,0.007202738,0.102905209,0.377720991,0.512171062,4168,6607"
"AM,""Amazonas"",""Anamã"",1300086,2010,""rural"",0.251633121,0.410996564,0.314160628,0.129118939,0.010423983,0.067718922,0.411525524,0.51676339,3588,8730"
"AM,""Amazonas"",""Anori"",1300102,2010,""rural"",0.27036221,0.480632316,0.321539982,0.154542506,0.012363091,0.112569197,0.366671384,0.510934015,3983,8287"
"AM,""Amazonas"",""Apuí"",1300144,2010,""rural"",0.256326278,0.463725004,0.319395937,0.148111882,0.01320353,0.064901857,0.430067784,0.510586069,2806,6051"
"AM,""Amazonas"",""Atalaia do Norte"",1300201,2010,""rural"",0.327569401,0.873393254,0.344578308,0.300952369,0.006663553,0.100809662,0.425002241,0.467925962,9037,10347"
"AM,""Amazonas"",""Autazes"",1300300,2010,""rural"",0.241656019,0.434965275,0.31733565,0.138029988,0.012268271,0.064602543,0.438862467,0.498806173,5073,11663"
"AM,""Amazonas"",""Barcelos"",1300409,2010,""rural"",0.280456709,0.524425887,0.351905852,0.184548539,0.009615521,0.118591421,0.452966435,0.458679186,3768,7185"
"AM,""Amazonas"",""Barreirinha"",1300508,2010,""rural"",0.258433399,0.442503471,0.314892157,0.139340872,0.009893763,0.035354636,0.497446994,0.490592277,3825,8644"
"AM,""Amazonas"",""Benjamin Constant"",1300607,2010,""rural"",0.270565736,0.517802883,0.327842248,0.169757661,0.010250104,0.087317121,0.419532377,0.483789632,6646,12835"
"AM,""Amazonas"",""Beruri"",1300631,2010,""rural"",0.271442266,0.491286926,0.329611232,0.161933689,0.015249952,0.094329104,0.404015821,0.489552224,5272,10731"
"AM,""Amazonas"",""Boa Vista do Ramos"",1300680,2010,""rural"",0.242497933,0.414309983,0.304611372,0.126203533,0.006070594,0.037479318,0.458659751,0.502368026,4146,10007"
"AM,""Amazonas"",""Boca do Acre"",1300706,2010,""rural"",0.275617938,0.530272654,0.331811594,0.175950615,0.013862909,0.121917639,0.396837643,0.479523724,2645,4988"
"AM,""Amazonas"",""Borba"",1300805,2010,""rural"",0.260690029,0.536991369,0.308060317,0.165425731,0.004170563,0.061049939,0.405648229,0.531560401,6097,11354"
"AM,""Amazonas"",""Caapiranga"",1300839,2010,""rural"",0.216047719,0.329405391,0.32248064,0.106226861,0.012006875,0.122087602,0.385149727,0.484461457,2432,7383"
"AM,""Amazonas"",""Canutama"",1300904,2010,""rural"",0.27952883,0.554148871,0.328198688,0.181870932,0.00873628,0.106652502,0.388781918,0.50463547,3633,6556"
"AM,""Amazonas"",""Carauari"",1301001,2010,""rural"",0.27249053,0.398606811,0.341499461,0.136124011,0.025744701,0.150361689,0.352469438,0.480367691,1545,3876"
"AM,""Amazonas"",""Careiro"",1301100,2010,""rural"",0.216827872,0.260330275,0.317925947,0.082765749,0.009606716,0.123483247,0.394420346,0.476286191,3547,13625"
"AM,""Amazonas"",""Careiro da Várzea"",1301159,2010,""rural"",0.210967017,0.280620577,0.317874367,0.089202088,0.009492953,0.12137419,0.433857635,0.452407036,3093,11022"
"AM,""Amazonas"",""Coari"",1301209,2010,""rural"",0.27662357,0.549695602,0.324829154,0.178557157,0.006544518,0.09443261,0.406318812,0.500282133,8036,14619"
"AM,""Amazonas"",""Codajás"",1301308,2010,""rural"",0.258397891,0.383113245,0.317491383,0.121635154,0.006305525,0.154238615,0.324193064,0.518840496,4787,12495"
"AM,""Amazonas"",""Eirunepé"",1301407,2010,""rural"",0.308268734,0.681743758,0.335690608,0.228854977,0.00514226,0.116185263,0.406629789,0.491913051,3331,4886"
"AM,""Amazonas"",""Envira"",1301506,2010,""rural"",0.322445837,0.837273491,0.339892982,0.284583383,0.003724892,0.093719691,0.436945659,0.469589418,6977,8333"
"AM,""Amazonas"",""Fonte Boa"",1301605,2010,""rural"",0.283727722,0.583497935,0.322949685,0.188440474,0.008655534,0.109266185,0.377751507,0.504609667,6499,11138"
"AM,""Amazonas"",""Guajará"",1301654,2010,""rural"",0.304523402,0.768692173,0.333881276,0.256651923,0.005399387,0.079894692,0.439679609,0.478223317,6148,7998"
"AM,""Amazonas"",""Humaitá"",1301704,2010,""rural"",0.281084358,0.55781463,0.335340307,0.187057729,0.005363755,0.103783598,0.415735284,0.479975104,4911,8804"
"AM,""Amazonas"",""Ipixuna"",1301803,2010,""rural"",0.302807377,0.705975026,0.339184884,0.239456058,0.006660497,0.13111838,0.404899323,0.472269844,12099,17138"
"AM,""Amazonas"",""Iranduba"",1301852,2010,""rural"",0.18186149,0.160747664,0.317764858,0.051079958,0.019821102,0.155773531,0.406046707,0.422646879,1032,6420"
"AM,""Amazonas"",""Itacoatiara"",1301902,2010,""rural"",0.230599188,0.389498834,0.313318181,0.122037066,0.01142037,0.062151671,0.439771631,0.495294439,6847,17579"
"AM,""Amazonas"",""Itamarati"",1301951,2010,""rural"",0.304813977,0.680020156,0.339276121,0.230714601,0.002366115,0.133867529,0.382730543,0.484380226,2699,3969"
"AM,""Amazonas"",""Itapiranga"",1302009,2010,""rural"",0.271427409,0.589641434,0.302714433,0.178492973,0.005270133,0.043711104,0.432577173,0.522859202,888,1506"
"AM,""Amazonas"",""Japurá"",1302108,2010,""rural"",0.263321331,0.48399029,0.319366492,0.154570281,0.005546467,0.106255356,0.424398224,0.46515541,4187,8651"
"AM,""Amazonas"",""Juruá"",1302207,2010,""rural"",0.266816353,0.473854447,0.32621429,0.154578092,0.006878029,0.122835782,0.36861633,0.503994827,2637,5565"
"AM,""Amazonas"",""Jutaí"",1302306,2010,""rural"",0.277641695,0.460208827,0.336319113,0.154777025,0.009023086,0.130149743,0.361856441,0.501362321,5245,11397"
"AM,""Amazonas"",""Lábrea"",1302405,2010,""rural"",0.2911893,0.630004399,0.338909014,0.21351417,0.005923954,0.101007716,0.418797824,0.478681276,5728,9092"
"AM,""Amazonas"",""Manacapuru"",1302504,2010,""rural"",0.236540732,0.36899132,0.322574965,0.119027362,0.01056151,0.103016631,0.429627131,0.464983042,6164,16705"
"AM,""Amazonas"",""Manaquiri"",1302553,2010,""rural"",0.22442348,0.278840406,0.307146153,0.085644758,0.009402482,0.089856709,0.464332363,0.445386847,2799,10038"
"AM,""Amazonas"",""Manaus"",1302603,2010,""rural"",0.219756554,0.302197802,0.302323232,0.091361416,0.00222742,0.079630248,0.474858002,0.493818911,495,1638"
"AM,""Amazonas"",""Manicoré"",1302702,2010,""rural"",0.265815255,0.526583231,0.314196152,0.165450425,0.006682813,0.071757295,0.419035471,0.506656745,11192,21254"
"AM,""Amazonas"",""Maraã"",1302801,2010,""rural"",0.261121955,0.423600231,0.320717345,0.135855941,0.013656849,0.10697865,0.359725194,0.520872217,5137,12127"
"AM,""Amazonas"",""Maués"",1302900,2010,""rural"",0.286419913,0.686283623,0.316004084,0.216868428,0.007009637,0.031364775,0.460015772,0.505242996,11813,17213"
"AM,""Amazonas"",""Nhamundá"",1303007,2010,""rural"",0.264575987,0.554612937,0.305870349,0.169639653,0.007693741,0.056861555,0.442720699,0.496751198,6799,12259"
"AM,""Amazonas"",""Nova Olinda do Norte"",1303106,2010,""rural"",0.282758524,0.751742901,0.318077311,0.23911236,0.006340877,0.034756302,0.472321257,0.492881699,8842,11762"
"AM,""Amazonas"",""Novo Airão"",1303205,2010,""rural"",0.285353393,0.522190104,0.340812575,0.177968954,0.008837843,0.117200951,0.394120047,0.484887089,3071,5881"
"AM,""Amazonas"",""Novo Aripuanã"",1303304,2010,""rural"",0.295012477,0.649705988,0.323336104,0.210073403,0.01004451,0.09316164,0.400679552,0.503844048,5414,8333"
"AM,""Amazonas"",""Parintins"",1303403,2010,""rural"",0.269257777,0.587474723,0.311728121,0.183132392,0.005242252,0.046037011,0.460614096,0.498354128,9587,16319"
"AM,""Amazonas"",""Pauini"",1303502,2010,""rural"",0.298017598,0.691926821,0.329110825,0.227720607,0.006664164,0.098641908,0.400966918,0.495869063,8245,11916"
"AM,""Amazonas"",""Presidente Figueiredo"",1303536,2010,""rural"",0.196408468,0.203206107,0.323657025,0.065769084,0.015088646,0.108522183,0.416678757,0.489452456,1331,6550"
"AM,""Amazonas"",""Rio Preto da Eva"",1303569,2010,""rural"",0.187075676,0.162784171,0.302507184,0.049243381,0.009974115,0.161248189,0.47430478,0.407371346,1160,7126"
"AM,""Amazonas"",""Santa Isabel do Rio Negro"",1303601,2010,""rural"",0.316166126,0.845929405,0.345156473,0.29197801,0.002802913,0.106571611,0.436934467,0.46040886,11887,14052"
"AM,""Amazonas"",""Santo Antônio do Içá"",1303700,2010,""rural"",0.267136525,0.369941304,0.336107342,0.124339988,0.003416246,0.147002114,0.368605214,0.481131709,2395,6474"
